"x","y","t","date","sleepSite","sleepSite.target"
80419,21595,6.333333333,"28_1_2008",2,2
80335,21654,7.35,"28_1_2008",2,2
80177,21751,8.366666667,"28_1_2008",2,2
79949,21826,9.383333333,"28_1_2008",2,2
79772,21785,10.4,"28_1_2008",2,2
79782,21792,11.41666667,"28_1_2008",2,2
79786,21786,12.43333333,"28_1_2008",2,2
79777,21664,13.45,"28_1_2008",2,2
79731,21454,14.46666667,"28_1_2008",2,2
79797,21343,15.48333333,"28_1_2008",2,2
79954,21452,16.5,"28_1_2008",2,2
80242,21542,17.51666667,"28_1_2008",2,2
79614,21185,12.05,"29_1_2008",3,3
79661,21267,13.06666667,"29_1_2008",3,3
79557,21053,14.08333333,"29_1_2008",3,3
79607,20936,15.1,"29_1_2008",3,3
79438,20608,16.11666667,"29_1_2008",3,3
79649,20840,17.13333333,"29_1_2008",3,3
79628,20838,6,"30_1_2008",3,3
79574,20884,7.016666667,"30_1_2008",3,3
79242,20956,8.033333333,"30_1_2008",3,3
79192,21066,9.05,"30_1_2008",3,3
79101,20904,10.06666667,"30_1_2008",3,3
78994,20802,11.08333333,"30_1_2008",3,3
78891,20677,12.1,"30_1_2008",3,3
79192,20618,13.11666667,"30_1_2008",3,3
79202,20587,14.13333333,"30_1_2008",3,3
79340,20629,15.15,"30_1_2008",3,3
79427,20566,16.16666667,"30_1_2008",3,3
79629,20859,17.18333333,"30_1_2008",3,3
79628,20838,6.333333333,"31_1_2008",2,2
79655,20953,7.35,"31_1_2008",2,2
79775,21112,8.366666667,"31_1_2008",2,2
79602,21397,9.383333333,"31_1_2008",2,2
79513,21453,10.4,"31_1_2008",2,2
79425,21608,11.41666667,"31_1_2008",2,2
79522,21711,12.43333333,"31_1_2008",2,2
79638,21745,13.45,"31_1_2008",2,2
79775,21786,14.46666667,"31_1_2008",2,2
79812,21793,15.48333333,"31_1_2008",2,2
79875,21828,16.5,"31_1_2008",2,2
80221,21662,17.51666667,"31_1_2008",2,2
79740,21874,13.33333333,"1_2_2008",2,2
79793,21926,14.35,"1_2_2008",2,2
79785,21997,15.36666667,"1_2_2008",2,2
80006,21902,16.38333333,"1_2_2008",2,2
80291,21717,17.4,"1_2_2008",2,2
79419,20341,11.65,"3_2_2008",3,3
79168,20265,12.66666667,"3_2_2008",3,3
79062,20424,13.68333333,"3_2_2008",3,3
79033,20424,14.7,"3_2_2008",3,3
78834,20344,15.71666667,"3_2_2008",3,3
79456,20802,13.25,"4_2_2008",3,3
79431,20822,14.26666667,"4_2_2008",3,3
79559,20795,15.28333333,"4_2_2008",3,3
79648,20813,16.28333333,"4_2_2008",3,3
79858,21681,11.96666667,"5_2_2008",2,2
79818,21726,12.98333333,"5_2_2008",2,2
79838,21667,14,"5_2_2008",2,2
79920,21705,15.01666667,"5_2_2008",2,2
79965,21645,16.03333333,"5_2_2008",2,2
80434,21588,17.05,"5_2_2008",2,2
80419,21595,6.383333333,"6_2_2008",2,2
80371,21571,7.4,"6_2_2008",2,2
80310,21441,8.416666667,"6_2_2008",2,2
80186,21322,9.433333333,"6_2_2008",2,2
80050,21315,10.45,"6_2_2008",2,2
79928,21337,11.46666667,"6_2_2008",2,2
79900,21351,12.48333333,"6_2_2008",2,2
79760,21455,13.5,"6_2_2008",2,2
79690,21536,14.51666667,"6_2_2008",2,2
79725,21620,15.53333333,"6_2_2008",2,2
79994,21505,16.53333333,"6_2_2008",2,2
80298,21550,17.55,"6_2_2008",2,2
80419,21595,6.333333333,"7_2_2008",5,0
80230,21770,7.35,"7_2_2008",5,0
80000,21874,8.366666667,"7_2_2008",5,0
79983,21894,9.383333333,"7_2_2008",5,0
79970,21876,10.4,"7_2_2008",5,0
79800,21915,11.41666667,"7_2_2008",5,0
79667,21834,12.43333333,"7_2_2008",5,0
79528,21687,13.45,"7_2_2008",5,0
79513,21633,14.46666667,"7_2_2008",5,0
79591,21718,15.48333333,"7_2_2008",5,0
79649,21679,16.5,"7_2_2008",5,0
79653,21680,6.416666667,"8_2_2008",0,0
79492,21455,7.433333333,"8_2_2008",0,0
79416,21332,8.45,"8_2_2008",0,0
79208,21099,9.45,"8_2_2008",0,0
79177,20966,10.46666667,"8_2_2008",0,0
79194,20828,11.48333333,"8_2_2008",0,0
79166,20649,12.5,"8_2_2008",0,0
79312,20579,13.51666667,"8_2_2008",0,0
79223,20578,14.53333333,"8_2_2008",0,0
79042,20404,15.55,"8_2_2008",0,0
78846,20430,16.56666667,"8_2_2008",0,0
78756,20445,6.416666667,"9_2_2008",13,0
78702,20356,7.433333333,"9_2_2008",13,0
78565,20195,8.45,"9_2_2008",13,0
78502,20215,9.45,"9_2_2008",13,0
78422,20228,10.46666667,"9_2_2008",13,0
78451,20259,11.48333333,"9_2_2008",13,0
78390,20259,12.5,"9_2_2008",13,0
78334,20245,13.51666667,"9_2_2008",13,0
78278,20295,14.53333333,"9_2_2008",13,0
78233,20313,15.55,"9_2_2008",13,0
78079,20340,16.56666667,"9_2_2008",13,0
77857,20319,6.5,"10_2_2008",0,0
77913,20205,7.516666667,"10_2_2008",0,0
78022,20065,8.533333333,"10_2_2008",0,0
78188,19932,9.55,"10_2_2008",0,0
78389,20111,10.56666667,"10_2_2008",0,0
78483,20122,11.58333333,"10_2_2008",0,0
78553,20078,12.6,"10_2_2008",0,0
78501,20218,13.61666667,"10_2_2008",0,0
78511,20263,14.63333333,"10_2_2008",0,0
78595,20318,15.65,"10_2_2008",0,0
78886,20746,11.61666667,"11_2_2008",0,0
78907,20751,12.63333333,"11_2_2008",0,0
78800,20749,13.65,"11_2_2008",0,0
78819,20625,14.66666667,"11_2_2008",0,0
78775,20526,15.68333333,"11_2_2008",0,0
78743,20503,16.7,"11_2_2008",0,0
78756,20445,6.416666667,"12_2_2008",11,0
78662,20171,7.433333333,"12_2_2008",11,0
78312,20090,8.45,"12_2_2008",11,0
78240,20059,9.45,"12_2_2008",11,0
78192,19957,10.46666667,"12_2_2008",11,0
78208,19744,11.5,"12_2_2008",11,0
78203,19756,12.51666667,"12_2_2008",11,0
78138,19797,13.53333333,"12_2_2008",11,0
78043,19846,14.55,"12_2_2008",11,0
77961,19835,15.56666667,"12_2_2008",11,0
77881,19791,16.58333333,"12_2_2008",11,0
78534,20296,8.45,"14_2_2008",3,3
79310,20452,9.45,"14_2_2008",3,3
79571,20453,10.46666667,"14_2_2008",3,3
79566,20469,11.48333333,"14_2_2008",3,3
79672,20381,12.5,"14_2_2008",3,3
79667,20433,13.51666667,"14_2_2008",3,3
79502,20544,14.53333333,"14_2_2008",3,3
79445,20674,15.55,"14_2_2008",3,3
79693,20857,16.56666667,"14_2_2008",3,3
79628,20838,6.466666667,"15_2_2008",2,2
79718,21067,7.483333333,"15_2_2008",2,2
79595,21275,8.483333333,"15_2_2008",2,2
79465,21650,9.5,"15_2_2008",2,2
79471,21672,11.81666667,"15_2_2008",2,2
79685,21820,12.83333333,"15_2_2008",2,2
79882,21660,13.85,"15_2_2008",2,2
79990,21553,14.86666667,"15_2_2008",2,2
80199,21628,15.88333333,"15_2_2008",2,2
80412,21617,16.9,"15_2_2008",2,2
80419,21595,6.4,"16_2_2008",3,3
80372,21520,7.416666667,"16_2_2008",3,3
80235,21498,8.416666667,"16_2_2008",3,3
80081,21458,9.433333333,"16_2_2008",3,3
79922,21323,10.45,"16_2_2008",3,3
79812,21284,11.46666667,"16_2_2008",3,3
79538,21126,12.48333333,"16_2_2008",3,3
79588,21118,13.5,"16_2_2008",3,3
79707,20986,14.51666667,"16_2_2008",3,3
79704,20986,15.53333333,"16_2_2008",3,3
79595,20846,16.53333333,"16_2_2008",3,3
80149,21559,12.1,"21_2_2008",2,2
80380,21675,13.56666667,"21_2_2008",2,2
80357,21698,14.81666667,"21_2_2008",2,2
80428,21606,16.2,"21_2_2008",2,2
80435,21596,17.63333333,"21_2_2008",2,2
80419,21595,6.45,"22_2_2008",0,0
80294,21534,7.966666667,"22_2_2008",0,0
80206,21460,9.2,"22_2_2008",0,0
79924,21343,10.95,"22_2_2008",0,0
79845,21255,12.01666667,"22_2_2008",0,0
79689,21038,13.03333333,"22_2_2008",0,0
79535,21050,14.05,"22_2_2008",0,0
79415,20800,15.06666667,"22_2_2008",0,0
79304,20607,16.08333333,"22_2_2008",0,0
79027,20455,17.1,"22_2_2008",0,0
78437,20238,11.51666667,"23_2_2008",0,0
78499,20297,12.53333333,"23_2_2008",0,0
78507,20301,13.55,"23_2_2008",0,0
78625,20289,14.56666667,"23_2_2008",0,0
78681,20293,15.58333333,"23_2_2008",0,0
78703,20352,16.58333333,"23_2_2008",0,0
78756,20445,6.483333333,"24_2_2008",0,0
78888,20332,7.5,"24_2_2008",0,0
79226,20318,8.516666667,"24_2_2008",0,0
79326,20397,9.533333333,"24_2_2008",0,0
79428,20425,10.55,"24_2_2008",0,0
77757,19829,11.7,"24_2_2008",0,0
79333,20397,12.71666667,"24_2_2008",0,0
79241,20427,13.73333333,"24_2_2008",0,0
79195,20409,14.75,"24_2_2008",0,0
79078,20412,15.76666667,"24_2_2008",0,0
78989,20359,16.78333333,"24_2_2008",0,0
78228,19722,9.416666667,"26_2_2008",11,0
78262,19737,10.41666667,"26_2_2008",11,0
78334,19646,11.43333333,"26_2_2008",11,0
78289,19728,12.45,"26_2_2008",11,0
78200,19738,13.46666667,"26_2_2008",11,0
78125,19760,14.48333333,"26_2_2008",11,0
78002,19866,15.5,"26_2_2008",11,0
77907,19788,16.51666667,"26_2_2008",11,0
77806,19798,11.33333333,"27_2_2008",0,0
78494,20219,12.35,"27_2_2008",0,0
78516,20260,13.36666667,"27_2_2008",0,0
78588,20256,14.38333333,"27_2_2008",0,0
78737,20317,15.4,"27_2_2008",0,0
78686,20334,16.4,"27_2_2008",0,0
78756,20445,6.5,"28_2_2008",3,3
78927,20442,7.516666667,"28_2_2008",3,3
78946,20458,8.533333333,"28_2_2008",3,3
79222,20437,9.55,"28_2_2008",3,3
79295,20410,10.56666667,"28_2_2008",3,3
79285,20417,11.58333333,"28_2_2008",3,3
79187,20380,12.6,"28_2_2008",3,3
79241,20422,13.61666667,"28_2_2008",3,3
79283,20497,14.63333333,"28_2_2008",3,3
79319,20547,15.65,"28_2_2008",3,3
79494,20728,16.66666667,"28_2_2008",3,3
79617,20822,17.68333333,"28_2_2008",3,3
79307,21474,11.91666667,"29_2_2008",9,0
79214,21506,12.93333333,"29_2_2008",9,0
79212,21594,13.95,"29_2_2008",9,0
79185,21608,14.96666667,"29_2_2008",9,0
79071,21668,15.98333333,"29_2_2008",9,0
78953,21642,17,"29_2_2008",9,0
80419,21595,6.45,"3_3_2008",3,3
80377,21552,7.466666667,"3_3_2008",3,3
80301,21499,8.483333333,"3_3_2008",3,3
80213,21524,9.5,"3_3_2008",3,3
79991,21329,10.51666667,"3_3_2008",3,3
79899,21268,11.53333333,"3_3_2008",3,3
79675,21119,12.55,"3_3_2008",3,3
79632,21063,13.56666667,"3_3_2008",3,3
79664,20949,14.58333333,"3_3_2008",3,3
79629,20904,15.6,"3_3_2008",3,3
79611,20827,16.61666667,"3_3_2008",3,3
78752,20056,11.61666667,"4_3_2008",0,0
78560,20077,12.63333333,"4_3_2008",0,0
78422,20244,13.65,"4_3_2008",0,0
78476,20297,14.66666667,"4_3_2008",0,0
78552,20274,15.68333333,"4_3_2008",0,0
78646,20363,16.7,"4_3_2008",0,0
78491,20177,11.61666667,"5_3_2008",0,0
78378,20241,12.63333333,"5_3_2008",0,0
78322,20293,13.65,"5_3_2008",0,0
78418,20379,14.66666667,"5_3_2008",0,0
78537,20388,15.68333333,"5_3_2008",0,0
78695,20433,16.7,"5_3_2008",0,0
78756,20445,6.45,"6_3_2008",0,0
78761,20442,7.466666667,"6_3_2008",0,0
78777,20522,8.483333333,"6_3_2008",0,0
78893,20660,9.5,"6_3_2008",0,0
78941,20675,10.51666667,"6_3_2008",0,0
79001,20689,11.53333333,"6_3_2008",0,0
79146,20665,12.55,"6_3_2008",0,0
79322,20634,13.56666667,"6_3_2008",0,0
79269,20540,14.58333333,"6_3_2008",0,0
79177,20521,15.6,"6_3_2008",0,0
78970,20426,16.61666667,"6_3_2008",0,0
78722,20389,7.283333333,"7_3_2008",0,0
78740,20262,8.3,"7_3_2008",0,0
78719,20106,9.316666667,"7_3_2008",0,0
78720,20098,10.31666667,"7_3_2008",0,0
78697,20061,11.33333333,"7_3_2008",0,0
78651,20040,12.35,"7_3_2008",0,0
78470,20041,13.36666667,"7_3_2008",0,0
78551,20012,14.38333333,"7_3_2008",0,0
78535,20132,15.4,"7_3_2008",0,0
78539,20169,16.4,"7_3_2008",0,0
78721,20323,17.41666667,"7_3_2008",0,0
78756,20445,6.45,"8_3_2008",0,0
78736,20425,7.466666667,"8_3_2008",0,0
78902,20274,8.483333333,"8_3_2008",0,0
78820,20110,9.5,"8_3_2008",0,0
78835,20098,10.51666667,"8_3_2008",0,0
78796,20046,11.53333333,"8_3_2008",0,0
78743,19979,12.55,"8_3_2008",0,0
78648,20030,13.56666667,"8_3_2008",0,0
78618,20051,14.58333333,"8_3_2008",0,0
78721,20099,15.6,"8_3_2008",0,0
78720,20164,16.61666667,"8_3_2008",0,0
78732,20347,17.63333333,"8_3_2008",0,0
78756,20445,6.433333333,"9_3_2008",3,3
78758,20428,7.45,"9_3_2008",3,3
78878,20318,8.466666667,"9_3_2008",3,3
79123,20338,9.483333333,"9_3_2008",3,3
79112,20331,10.5,"9_3_2008",3,3
79186,20416,11.51666667,"9_3_2008",3,3
79267,20401,12.53333333,"9_3_2008",3,3
79362,20361,13.55,"9_3_2008",3,3
79396,20325,14.56666667,"9_3_2008",3,3
79429,20467,15.58333333,"9_3_2008",3,3
79486,20614,16.58333333,"9_3_2008",3,3
79628,20838,6.45,"10_3_2008",2,2
79622,21084,7.466666667,"10_3_2008",2,2
79566,21137,8.483333333,"10_3_2008",2,2
79542,21176,9.5,"10_3_2008",2,2
79431,21225,10.51666667,"10_3_2008",2,2
79511,21430,11.53333333,"10_3_2008",2,2
79481,21496,12.55,"10_3_2008",2,2
79569,21609,13.56666667,"10_3_2008",2,2
79576,21623,14.58333333,"10_3_2008",2,2
79615,21599,15.6,"10_3_2008",2,2
79664,21690,16.61666667,"10_3_2008",2,2
79633,21114,11.7,"11_3_2008",3,3
79566,21052,12.71666667,"11_3_2008",3,3
79546,21026,13.73333333,"11_3_2008",3,3
79586,20993,14.75,"11_3_2008",3,3
79667,20959,15.76666667,"11_3_2008",3,3
79616,20854,16.78333333,"11_3_2008",3,3
79499,21063,8.716666667,"12_3_2008",0,0
79324,20629,9.733333333,"12_3_2008",0,0
79191,20678,10.75,"12_3_2008",0,0
79205,20512,11.76666667,"12_3_2008",0,0
79249,20426,12.78333333,"12_3_2008",0,0
79122,20292,13.8,"12_3_2008",0,0
79084,20216,14.81666667,"12_3_2008",0,0
78756,20445,6.566666667,"13_3_2008",0,0
78742,20098,7.583333333,"13_3_2008",0,0
78650,19950,8.6,"13_3_2008",0,0
78548,20010,9.6,"13_3_2008",0,0
78442,20078,10.61666667,"13_3_2008",0,0
78330,20065,11.63333333,"13_3_2008",0,0
78416,20134,12.65,"13_3_2008",0,0
78543,20249,13.66666667,"13_3_2008",0,0
78556,20250,14.68333333,"13_3_2008",0,0
78608,20289,15.7,"13_3_2008",0,0
78641,20353,16.71666667,"13_3_2008",0,0
78756,20445,6.483333333,"17_3_2008",3,3
78836,20428,7.5,"17_3_2008",3,3
78903,20745,8.516666667,"17_3_2008",3,3
78965,20842,9.533333333,"17_3_2008",3,3
79065,20922,10.55,"17_3_2008",3,3
79045,20909,11.56666667,"17_3_2008",3,3
79106,20867,12.58333333,"17_3_2008",3,3
79170,20839,13.6,"17_3_2008",3,3
79298,20641,14.61666667,"17_3_2008",3,3
79385,20667,15.63333333,"17_3_2008",3,3
79524,20810,16.65,"17_3_2008",3,3
79562,21042,17.65,"17_3_2008",3,3
79628,20838,6.4,"18_3_2008",2,2
79621,21097,7.416666667,"18_3_2008",2,2
79629,21119,8.416666667,"18_3_2008",2,2
79680,21247,9.433333333,"18_3_2008",2,2
79819,21391,10.45,"18_3_2008",2,2
79765,21336,11.46666667,"18_3_2008",2,2
80043,21525,12.48333333,"18_3_2008",2,2
80412,21614,13.5,"18_3_2008",2,2
80439,21580,14.51666667,"18_3_2008",2,2
80385,21625,15.53333333,"18_3_2008",2,2
80408,21600,16.53333333,"18_3_2008",2,2
80419,21595,6.5,"19_3_2008",0,0
80178,21517,7.516666667,"19_3_2008",0,0
79941,21481,8.533333333,"19_3_2008",0,0
79821,21326,9.55,"19_3_2008",0,0
79629,21097,10.56666667,"19_3_2008",0,0
79561,21109,11.58333333,"19_3_2008",0,0
79495,21127,12.6,"19_3_2008",0,0
79395,21124,13.61666667,"19_3_2008",0,0
79368,20960,14.63333333,"19_3_2008",0,0
79333,20644,15.65,"19_3_2008",0,0
79188,20616,16.66666667,"19_3_2008",0,0
78871,20546,17.68333333,"19_3_2008",0,0
78921,20525,18.7,"19_3_2008",0,0
78756,20445,6.333333333,"20_3_2008",0,0
79116,20331,7.35,"20_3_2008",0,0
78995,20105,8.366666667,"20_3_2008",0,0
78956,20099,9.383333333,"20_3_2008",0,0
78826,20007,10.4,"20_3_2008",0,0
78675,20045,11.41666667,"20_3_2008",0,0
78591,20039,12.43333333,"20_3_2008",0,0
78871,20022,13.45,"20_3_2008",0,0
79035,20128,14.46666667,"20_3_2008",0,0
78994,20116,15.48333333,"20_3_2008",0,0
78971,20237,16.5,"20_3_2008",0,0
78890,20299,17.51666667,"20_3_2008",0,0
78756,20445,6.35,"21_3_2008",0,0
78652,20402,7.366666667,"21_3_2008",0,0
78626,20370,8.383333333,"21_3_2008",0,0
78427,20215,9.4,"21_3_2008",0,0
78535,20182,10.41666667,"21_3_2008",0,0
78573,20084,11.43333333,"21_3_2008",0,0
78711,20075,12.45,"21_3_2008",0,0
79015,20108,13.46666667,"21_3_2008",0,0
79050,20140,14.48333333,"21_3_2008",0,0
79026,20120,15.5,"21_3_2008",0,0
78988,20121,16.51666667,"21_3_2008",0,0
78820,20385,17.53333333,"21_3_2008",0,0
78756,20445,5.916666667,"22_3_2008",0,0
78805,20410,6.933333333,"22_3_2008",0,0
79007,20098,7.95,"22_3_2008",0,0
79100,19954,8.95,"22_3_2008",0,0
79373,20372,10.05,"22_3_2008",0,0
79290,20368,11.06666667,"22_3_2008",0,0
79308,20354,12.08333333,"22_3_2008",0,0
79394,20397,13.1,"22_3_2008",0,0
79305,20374,14.11666667,"22_3_2008",0,0
79308,20359,15.13333333,"22_3_2008",0,0
79117,20328,16.15,"22_3_2008",0,0
79071,20363,17.15,"22_3_2008",0,0
78867,20349,18.16666667,"22_3_2008",0,0
78756,20445,6.3,"23_3_2008",0,0
78879,20524,7.316666667,"23_3_2008",0,0
78962,20763,8.333333333,"23_3_2008",0,0
79040,20864,9.35,"23_3_2008",0,0
79001,20806,10.36666667,"23_3_2008",0,0
78893,20745,11.38333333,"23_3_2008",0,0
78912,20605,12.4,"23_3_2008",0,0
78877,20553,13.41666667,"23_3_2008",0,0
78916,20626,14.43333333,"23_3_2008",0,0
78840,20637,15.45,"23_3_2008",0,0
78806,20609,16.46666667,"23_3_2008",0,0
78744,20532,17.48333333,"23_3_2008",0,0
78756,20445,6.666666667,"24_3_2008",0,0
79043,20135,7.683333333,"24_3_2008",0,0
79106,20056,8.7,"24_3_2008",0,0
78990,20087,9.716666667,"24_3_2008",0,0
78994,20107,10.71666667,"24_3_2008",0,0
78884,19995,11.8,"24_3_2008",0,0
78673,20011,12.81666667,"24_3_2008",0,0
78655,20021,13.83333333,"24_3_2008",0,0
78473,20198,14.85,"24_3_2008",0,0
78471,20319,15.86666667,"24_3_2008",0,0
78618,20324,16.88333333,"24_3_2008",0,0
78756,20445,6.316666667,"25_3_2008",0,0
79071,20292,7.333333333,"25_3_2008",0,0
79110,20322,8.35,"25_3_2008",0,0
79099,20319,9.366666667,"25_3_2008",0,0
79160,20417,10.36666667,"25_3_2008",0,0
79316,20427,11.38333333,"25_3_2008",0,0
79307,20350,12.4,"25_3_2008",0,0
79381,20409,13.41666667,"25_3_2008",0,0
79299,20352,14.43333333,"25_3_2008",0,0
79111,20327,15.45,"25_3_2008",0,0
78989,20319,16.46666667,"25_3_2008",0,0
78817,20269,17.48333333,"25_3_2008",0,0
78756,20445,6.216666667,"26_3_2008",3,3
78883,20742,7.233333333,"26_3_2008",3,3
78890,20751,8.233333333,"26_3_2008",3,3
78778,20968,9.25,"26_3_2008",3,3
79068,21013,10.26666667,"26_3_2008",3,3
79171,21138,11.26666667,"26_3_2008",3,3
79279,21217,12.28333333,"26_3_2008",3,3
79472,21239,13.3,"26_3_2008",3,3
79450,21230,14.31666667,"26_3_2008",3,3
79545,21113,15.33333333,"26_3_2008",3,3
79581,21031,16.33333333,"26_3_2008",3,3
79619,20827,17.35,"26_3_2008",3,3
79628,20838,6.1,"27_3_2008",8,0
79610,21088,7.116666667,"27_3_2008",8,0
79566,21347,8.133333333,"27_3_2008",8,0
79403,21480,9.15,"27_3_2008",8,0
79227,21507,10.16666667,"27_3_2008",8,0
79141,21368,11.18333333,"27_3_2008",8,0
78869,21390,12.2,"27_3_2008",8,0
78748,21254,13.21666667,"27_3_2008",8,0
78702,21220,14.23333333,"27_3_2008",8,0
78563,21137,15.25,"27_3_2008",8,0
78577,21287,16.26666667,"27_3_2008",8,0
78636,21296,6.416666667,"28_3_2008",0,0
78371,21367,7.433333333,"28_3_2008",0,0
78424,21052,8.45,"28_3_2008",0,0
78474,20853,9.45,"28_3_2008",0,0
78570,20640,10.46666667,"28_3_2008",0,0
78453,20313,11.48333333,"28_3_2008",0,0
78476,20165,12.5,"28_3_2008",0,0
78491,20184,13.51666667,"28_3_2008",0,0
78528,20228,14.53333333,"28_3_2008",0,0
78629,20300,15.55,"28_3_2008",0,0
78737,20394,16.56666667,"28_3_2008",0,0
78756,20445,6.366666667,"29_3_2008",3,3
78890,20743,7.383333333,"29_3_2008",3,3
79043,20858,8.383333333,"29_3_2008",3,3
79130,20896,9.4,"29_3_2008",3,3
79247,20991,10.41666667,"29_3_2008",3,3
79473,21104,11.43333333,"29_3_2008",3,3
79499,21248,12.45,"29_3_2008",3,3
79485,21239,13.46666667,"29_3_2008",3,3
79520,21168,14.48333333,"29_3_2008",3,3
79555,21067,15.5,"29_3_2008",3,3
79606,20875,16.51666667,"29_3_2008",3,3
79622,20860,17.53333333,"29_3_2008",3,3
79628,20838,6.266666667,"30_3_2008",0,0
79324,20622,7.266666667,"30_3_2008",0,0
79129,20303,8.283333333,"30_3_2008",0,0
79040,20135,9.3,"30_3_2008",0,0
79012,20122,10.31666667,"30_3_2008",0,0
78980,20100,11.33333333,"30_3_2008",0,0
78845,20029,12.35,"30_3_2008",0,0
78714,20018,13.36666667,"30_3_2008",0,0
78582,20149,14.38333333,"30_3_2008",0,0
78511,20249,15.4,"30_3_2008",0,0
78619,20344,16.4,"30_3_2008",0,0
78739,20389,17.41666667,"30_3_2008",0,0
78744,21162,11.86666667,"31_3_2008",9,0
78769,21253,12.88333333,"31_3_2008",9,0
78676,21337,13.9,"31_3_2008",9,0
78632,21468,14.91666667,"31_3_2008",9,0
78594,21721,15.93333333,"31_3_2008",9,0
78858,21593,11.95,"1_4_2008",2,2
79042,21643,12.96666667,"1_4_2008",2,2
79270,21581,13.98333333,"1_4_2008",2,2
79503,21434,15,"1_4_2008",2,2
79599,21568,16.01666667,"1_4_2008",2,2
80088,21498,17.03333333,"1_4_2008",2,2
80419,21595,6.2,"2_4_2008",3,3
80150,21618,7.216666667,"2_4_2008",3,3
79911,21565,8.233333333,"2_4_2008",3,3
79582,21385,9.25,"2_4_2008",3,3
79567,21129,10.26666667,"2_4_2008",3,3
79612,21106,11.26666667,"2_4_2008",3,3
79315,21183,12.28333333,"2_4_2008",3,3
79463,21026,13.3,"2_4_2008",3,3
79578,21008,14.31666667,"2_4_2008",3,3
79597,20981,15.33333333,"2_4_2008",3,3
79655,20941,16.33333333,"2_4_2008",3,3
79628,20838,6.233333333,"3_4_2008",0,0
79136,20829,7.25,"3_4_2008",0,0
78912,20745,8.266666667,"3_4_2008",0,0
78892,20723,9.283333333,"3_4_2008",0,0
78845,20612,10.3,"3_4_2008",0,0
78781,20537,11.31666667,"3_4_2008",0,0
78766,20553,12.33333333,"3_4_2008",0,0
78606,20448,13.35,"3_4_2008",0,0
78485,20212,14.36666667,"3_4_2008",0,0
78496,20197,15.38333333,"3_4_2008",0,0
78618,20313,16.4,"3_4_2008",0,0
78756,20445,6.1,"4_4_2008",0,0
78899,20330,7.116666667,"4_4_2008",0,0
79039,20136,8.133333333,"4_4_2008",0,0
78935,20037,9.15,"4_4_2008",0,0
78817,19996,10.16666667,"4_4_2008",0,0
78736,20011,11.18333333,"4_4_2008",0,0
78557,20038,12.2,"4_4_2008",0,0
78464,20112,13.21666667,"4_4_2008",0,0
78322,20095,14.23333333,"4_4_2008",0,0
78406,20136,15.25,"4_4_2008",0,0
78591,20248,16.26666667,"4_4_2008",0,0
78734,20383,17.28333333,"4_4_2008",0,0
78756,20445,6.216666667,"5_4_2008",8,0
78902,20536,7.233333333,"5_4_2008",8,0
78904,20775,8.233333333,"5_4_2008",8,0
79012,20977,9.25,"5_4_2008",8,0
78982,21190,10.26666667,"5_4_2008",8,0
78936,21327,11.26666667,"5_4_2008",8,0
78759,21650,12.28333333,"5_4_2008",8,0
78779,21599,13.3,"5_4_2008",8,0
78685,21491,14.31666667,"5_4_2008",8,0
78696,21405,15.33333333,"5_4_2008",8,0
78696,21350,16.33333333,"5_4_2008",8,0
78664,21315,17.35,"5_4_2008",8,0
78636,21296,6.416666667,"6_4_2008",3,3
78457,21249,7.433333333,"6_4_2008",3,3
78607,20858,8.45,"6_4_2008",3,3
78625,20914,9.45,"6_4_2008",3,3
78814,20934,10.46666667,"6_4_2008",3,3
78904,21039,11.48333333,"6_4_2008",3,3
79052,21100,12.5,"6_4_2008",3,3
79248,21169,13.51666667,"6_4_2008",3,3
79278,21203,14.53333333,"6_4_2008",3,3
79458,21172,15.55,"6_4_2008",3,3
79633,21096,16.56666667,"6_4_2008",3,3
79613,20848,17.58333333,"6_4_2008",3,3
79628,20838,5.916666667,"7_4_2008",3,3
79658,20924,6.933333333,"7_4_2008",3,3
79633,21198,7.95,"7_4_2008",3,3
79696,21303,8.95,"7_4_2008",3,3
79705,21463,9.966666667,"7_4_2008",3,3
79497,21447,10.96666667,"7_4_2008",3,3
79448,21388,11.98333333,"7_4_2008",3,3
79484,21340,13,"7_4_2008",3,3
79615,21228,14.01666667,"7_4_2008",3,3
79628,21196,15.03333333,"7_4_2008",3,3
79570,21107,16.03333333,"7_4_2008",3,3
79657,20844,17.05,"7_4_2008",3,3
79628,20838,6.033333333,"11_4_2008",1,1
79092,20854,7.05,"11_4_2008",1,1
79123,20760,8.05,"11_4_2008",1,1
79141,20724,9.066666667,"11_4_2008",1,1
79121,20833,10.06666667,"11_4_2008",1,1
79124,20814,11.08333333,"11_4_2008",1,1
79043,20819,12.1,"11_4_2008",1,1
78922,20917,13.11666667,"11_4_2008",1,1
78900,20751,14.13333333,"11_4_2008",1,1
78897,20754,15.15,"11_4_2008",1,1
78803,20766,16.16666667,"11_4_2008",1,1
79387,20828,8.65,"12_4_2008",3,3
79277,20873,9.666666667,"12_4_2008",3,3
79159,20867,10.66666667,"12_4_2008",3,3
79114,20837,11.68333333,"12_4_2008",3,3
79148,20840,12.7,"12_4_2008",3,3
79267,20889,13.71666667,"12_4_2008",3,3
79433,20787,14.73333333,"12_4_2008",3,3
79491,20853,15.75,"12_4_2008",3,3
79636,20847,16.76666667,"12_4_2008",3,3
79062,21398,12.11666667,"13_4_2008",3,3
