"x","y","t","date","sleepSite","sleepSite.target"
79318,21311,9.366666667,"17_5_2010",3,3
79241,21249,10.36666667,"17_5_2010",3,3
79290,21020,11.38333333,"17_5_2010",3,3
79433,20826,12.4,"17_5_2010",3,3
79458,20579,13.41666667,"17_5_2010",3,3
79545,20705,14.43333333,"17_5_2010",3,3
79680,20873,15.45,"17_5_2010",3,3
79646,20842,16.46666667,"17_5_2010",3,3
79628,20838,5.5,"18_5_2010",2,2
79461,21046,6.516666667,"18_5_2010",2,2
79320,21297,7.516666667,"18_5_2010",2,2
79319,21304,8.533333333,"18_5_2010",2,2
79224,21465,9.55,"18_5_2010",2,2
79319,21676,10.56666667,"18_5_2010",2,2
79493,21844,11.58333333,"18_5_2010",2,2
79558,21944,12.6,"18_5_2010",2,2
79736,21839,13.61666667,"18_5_2010",2,2
79918,21792,14.63333333,"18_5_2010",2,2
80204,21773,15.65,"18_5_2010",2,2
80362,21637,16.66666667,"18_5_2010",2,2
80419,21595,5.266666667,"19_5_2010",14,0
80305,21449,6.283333333,"19_5_2010",14,0
80049,21240,7.3,"19_5_2010",14,0
79838,21308,8.316666667,"19_5_2010",14,0
79324,21328,9.333333333,"19_5_2010",14,0
79282,21273,10.35,"19_5_2010",14,0
79284,21078,11.36666667,"19_5_2010",14,0
79271,20909,12.38333333,"19_5_2010",14,0
79046,20702,13.4,"19_5_2010",14,0
79126,20502,14.41666667,"19_5_2010",14,0
78934,20360,15.43333333,"19_5_2010",14,0
78680,20413,16.45,"19_5_2010",14,0
78756,20445,5.5,"20_5_2010",2,2
78879,20257,6.516666667,"20_5_2010",2,2
79208,20294,7.516666667,"20_5_2010",2,2
79433,20240,8.533333333,"20_5_2010",2,2
79582,20382,9.55,"20_5_2010",2,2
79640,20466,10.56666667,"20_5_2010",2,2
79751,20537,11.58333333,"20_5_2010",2,2
79897,20690,12.6,"20_5_2010",2,2
79919,20940,13.65,"20_5_2010",2,2
79947,21027,14.66666667,"20_5_2010",2,2
80067,21214,15.68333333,"20_5_2010",2,2
80419,21595,5.266666667,"21_5_2010",3,3
80332,21734,6.283333333,"21_5_2010",3,3
80021,21835,7.3,"21_5_2010",3,3
79832,21893,8.316666667,"21_5_2010",3,3
79642,21802,9.333333333,"21_5_2010",3,3
79468,21388,10.35,"21_5_2010",3,3
79313,21292,11.36666667,"21_5_2010",3,3
79365,21260,12.38333333,"21_5_2010",3,3
79457,21073,13.4,"21_5_2010",3,3
79578,20953,14.41666667,"21_5_2010",3,3
79664,20859,15.43333333,"21_5_2010",3,3
79673,20780,16.45,"21_5_2010",3,3
79628,20838,5.666666667,"22_5_2010",2,2
79570,20876,6.683333333,"22_5_2010",2,2
79405,21034,7.7,"22_5_2010",2,2
79400,21176,8.7,"22_5_2010",2,2
79320,21298,11.05,"22_5_2010",2,2
79465,21363,12.06666667,"22_5_2010",2,2
79690,21504,13.08333333,"22_5_2010",2,2
79843,21462,14.1,"22_5_2010",2,2
80131,21518,15.11666667,"22_5_2010",2,2
80360,21500,16.13333333,"22_5_2010",2,2
80404,21608,17.15,"22_5_2010",2,2
79611,21976,12.61666667,"23_5_2010",5,0
79662,21798,13.63333333,"23_5_2010",5,0
79659,21659,14.65,"23_5_2010",5,0
79643,21703,15.66666667,"23_5_2010",5,0
79639,21681,16.66666667,"23_5_2010",5,0
78388,19195,11.85,"24_5_2010",3,3
79525,20541,12.86666667,"24_5_2010",3,3
79629,20698,13.88333333,"24_5_2010",3,3
79658,20779,14.9,"24_5_2010",3,3
79570,20857,15.91666667,"24_5_2010",3,3
79596,20854,16.91666667,"24_5_2010",3,3
79628,20838,6.5,"25_5_2010",4,0
79991,20978,7.516666667,"25_5_2010",4,0
80120,21127,8.533333333,"25_5_2010",4,0
80311,21275,9.55,"25_5_2010",4,0
80488,21347,10.56666667,"25_5_2010",4,0
80497,21545,11.58333333,"25_5_2010",4,0
80448,21709,12.6,"25_5_2010",4,0
80564,21867,13.61666667,"25_5_2010",4,0
80639,21983,14.63333333,"25_5_2010",4,0
80564,22022,15.65,"25_5_2010",4,0
80662,21969,16.66666667,"25_5_2010",4,0
80685,22025,5.666666667,"26_5_2010",2,2
80496,22108,6.683333333,"26_5_2010",2,2
80121,22192,7.7,"26_5_2010",2,2
79921,22184,8.7,"26_5_2010",2,2
79817,22103,11.06666667,"26_5_2010",2,2
79872,21810,12.13333333,"26_5_2010",2,2
80084,21636,13.15,"26_5_2010",2,2
80286,21602,14.16666667,"26_5_2010",2,2
80395,21538,15.18333333,"26_5_2010",2,2
80419,21611,16.2,"26_5_2010",2,2
78942,20737,16.58333333,"27_5_2010",1,1
78783,20806,5.216666667,"28_5_2010",0,0
78781,20802,6.233333333,"28_5_2010",0,0
78664,20934,7.25,"28_5_2010",0,0
78619,21049,8.266666667,"28_5_2010",0,0
78593,21034,9.283333333,"28_5_2010",0,0
78527,20916,10.3,"28_5_2010",0,0
78563,20727,11.31666667,"28_5_2010",0,0
77510,20045,12.33333333,"28_5_2010",0,0
78097,20425,13.35,"28_5_2010",0,0
77683,20300,14.36666667,"28_5_2010",0,0
77410,20821,15.38333333,"28_5_2010",0,0
77910,21040,16.4,"28_5_2010",0,0
78756,20445,5.5,"29_5_2010",3,3
78847,20417,6.516666667,"29_5_2010",3,3
79076,20327,7.516666667,"29_5_2010",3,3
79120,20170,8.533333333,"29_5_2010",3,3
79270,20265,9.55,"29_5_2010",3,3
79262,20497,10.56666667,"29_5_2010",3,3
79221,20550,11.58333333,"29_5_2010",3,3
79354,20673,12.6,"29_5_2010",3,3
79511,20643,13.61666667,"29_5_2010",3,3
79546,20713,16.43333333,"29_5_2010",3,3
79649,20868,17.45,"29_5_2010",3,3
80002,20878,5.483333333,"30_5_2010",4,0
79813,20940,6.5,"30_5_2010",4,0
80084,21000,7.516666667,"30_5_2010",4,0
80273,21084,8.533333333,"30_5_2010",4,0
80284,21276,9.55,"30_5_2010",4,0
80211,21471,10.56666667,"30_5_2010",4,0
80264,21592,11.58333333,"30_5_2010",4,0
80309,21788,12.6,"30_5_2010",4,0
80545,21817,13.61666667,"30_5_2010",4,0
80559,21942,14.63333333,"30_5_2010",4,0
80685,22021,15.65,"30_5_2010",4,0
80678,22036,16.66666667,"30_5_2010",4,0
80685,22025,5.533333333,"31_5_2010",5,0
80638,21905,6.55,"31_5_2010",5,0
80250,21931,7.566666667,"31_5_2010",5,0
80120,21773,8.583333333,"31_5_2010",5,0
80041,21709,9.6,"31_5_2010",5,0
79920,21595,10.61666667,"31_5_2010",5,0
79827,21590,11.63333333,"31_5_2010",5,0
79748,21655,12.65,"31_5_2010",5,0
79610,21494,13.66666667,"31_5_2010",5,0
79578,21664,14.68333333,"31_5_2010",5,0
79618,21659,15.7,"31_5_2010",5,0
79613,21685,16.71666667,"31_5_2010",5,0
79653,21680,5.45,"1_6_2010",2,2
79591,21583,6.466666667,"1_6_2010",2,2
79500,21410,7.483333333,"1_6_2010",2,2
79473,21411,8.483333333,"1_6_2010",2,2
79515,21460,9.5,"1_6_2010",2,2
79489,21583,10.51666667,"1_6_2010",2,2
79529,21643,11.53333333,"1_6_2010",2,2
79615,21773,12.55,"1_6_2010",2,2
79767,21750,13.56666667,"1_6_2010",2,2
79890,21720,14.58333333,"1_6_2010",2,2
80037,21652,15.6,"1_6_2010",2,2
80270,21657,16.61666667,"1_6_2010",2,2
79541,21673,14.71666667,"2_6_2010",3,3
79711,20836,15.73333333,"2_6_2010",3,3
79446,20846,16.75,"2_6_2010",3,3
79628,20838,5.666666667,"3_6_2010",3,3
79670,20950,6.683333333,"3_6_2010",3,3
79571,21109,7.7,"3_6_2010",3,3
79473,21241,8.7,"3_6_2010",3,3
79472,21447,9.716666667,"3_6_2010",3,3
79421,21433,10.71666667,"3_6_2010",3,3
79360,21334,11.73333333,"3_6_2010",3,3
79300,21343,12.75,"3_6_2010",3,3
79216,21052,13.76666667,"3_6_2010",3,3
79402,20998,14.78333333,"3_6_2010",3,3
79509,20898,15.8,"3_6_2010",3,3
79653,20855,16.81666667,"3_6_2010",3,3
79628,20838,5.716666667,"4_6_2010",2,2
79751,20846,6.733333333,"4_6_2010",2,2
79906,20897,7.733333333,"4_6_2010",2,2
80026,20986,8.75,"4_6_2010",2,2
80160,20973,9.766666667,"4_6_2010",2,2
80110,21120,10.76666667,"4_6_2010",2,2
80278,21279,11.78333333,"4_6_2010",2,2
80462,21350,12.8,"4_6_2010",2,2
80415,21527,13.81666667,"4_6_2010",2,2
80161,21267,14.83333333,"4_6_2010",2,2
80442,21598,15.85,"4_6_2010",2,2
79681,21312,12.35,"5_6_2010",3,3
79649,21182,13.36666667,"5_6_2010",3,3
79665,21008,14.38333333,"5_6_2010",3,3
79657,20924,15.4,"5_6_2010",3,3
79605,20858,16.4,"5_6_2010",3,3
79612,20841,17.41666667,"5_6_2010",3,3
79628,20838,5.8,"6_6_2010",0,0
79496,20719,6.816666667,"6_6_2010",0,0
79403,20535,7.833333333,"6_6_2010",0,0
79238,20429,8.85,"6_6_2010",0,0
79166,20462,9.866666667,"6_6_2010",0,0
79044,20559,10.86666667,"6_6_2010",0,0
78931,20522,11.88333333,"6_6_2010",0,0
78844,20392,12.9,"6_6_2010",0,0
78886,20396,13.91666667,"6_6_2010",0,0
78781,20297,14.93333333,"6_6_2010",0,0
78663,20310,15.95,"6_6_2010",0,0
78743,20404,16.96666667,"6_6_2010",0,0
78756,20445,5.766666667,"7_6_2010",0,0
78735,20397,6.766666667,"7_6_2010",0,0
78686,20291,7.783333333,"7_6_2010",0,0
78714,20070,8.8,"7_6_2010",0,0
78774,19979,9.816666667,"7_6_2010",0,0
78913,20013,10.81666667,"7_6_2010",0,0
78964,20204,11.83333333,"7_6_2010",0,0
78990,20360,12.85,"7_6_2010",0,0
78918,20455,13.86666667,"7_6_2010",0,0
78787,20490,14.88333333,"7_6_2010",0,0
78761,20449,15.9,"7_6_2010",0,0
78754,20426,16.9,"7_6_2010",0,0
78756,20445,5.55,"8_6_2010",3,3
78755,20394,6.566666667,"8_6_2010",3,3
78894,20544,7.583333333,"8_6_2010",3,3
78999,20638,8.6,"8_6_2010",3,3
79087,20754,9.6,"8_6_2010",3,3
79058,20947,10.61666667,"8_6_2010",3,3
79141,21054,11.63333333,"8_6_2010",3,3
79326,21082,12.65,"8_6_2010",3,3
79407,21080,13.66666667,"8_6_2010",3,3
79616,20973,14.68333333,"8_6_2010",3,3
79671,20955,15.7,"8_6_2010",3,3
79644,20860,16.71666667,"8_6_2010",3,3
78462,21870,11.85,"9_6_2010",2,2
79341,21935,12.86666667,"9_6_2010",2,2
78963,21522,13.88333333,"9_6_2010",2,2
79012,20606,14.9,"9_6_2010",2,2
78634,20075,15.91666667,"9_6_2010",2,2
80419,21595,6,"10_6_2010",2,2
80326,21594,7.016666667,"10_6_2010",2,2
80179,21638,8.033333333,"10_6_2010",2,2
80019,21793,9.05,"10_6_2010",2,2
79977,21859,10.06666667,"10_6_2010",2,2
80130,21957,11.08333333,"10_6_2010",2,2
80280,21885,12.1,"10_6_2010",2,2
80406,21669,13.11666667,"10_6_2010",2,2
80474,21701,14.13333333,"10_6_2010",2,2
80507,21605,15.15,"10_6_2010",2,2
80423,21605,16.16666667,"10_6_2010",2,2
80419,21595,5.9,"11_6_2010",3,3
80407,21429,6.916666667,"11_6_2010",3,3
80330,21248,7.933333333,"11_6_2010",3,3
80247,21155,8.95,"11_6_2010",3,3
80246,20941,9.966666667,"11_6_2010",3,3
79978,20948,10.96666667,"11_6_2010",3,3
79843,21019,12.11666667,"11_6_2010",3,3
79737,21046,13.13333333,"11_6_2010",3,3
79678,20927,14.15,"11_6_2010",3,3
79599,20859,15.16666667,"11_6_2010",3,3
79694,20863,16.16666667,"11_6_2010",3,3
79676,20845,17.18333333,"11_6_2010",3,3
79653,21680,5.583333333,"15_6_2010",7,0
79740,21790,6.666666667,"15_6_2010",7,0
79773,21822,7.683333333,"15_6_2010",7,0
79667,21892,8.7,"15_6_2010",7,0
79541,21926,12.56666667,"15_6_2010",7,0
79253,21921,13.58333333,"15_6_2010",7,0
79263,21898,14.6,"15_6_2010",7,0
79293,21994,15.61666667,"15_6_2010",7,0
79323,22193,16.63333333,"15_6_2010",7,0
79265,22371,17.65,"15_6_2010",7,0
79051,22446,6.083333333,"16_6_2010",2,2
79340,22402,7.1,"16_6_2010",2,2
79469,22244,8.116666667,"16_6_2010",2,2
79569,22123,9.133333333,"16_6_2010",2,2
79713,22065,10.15,"16_6_2010",2,2
79901,22006,11.16666667,"16_6_2010",2,2
80043,21877,12.18333333,"16_6_2010",2,2
80192,21790,13.2,"16_6_2010",2,2
80323,21687,14.21666667,"16_6_2010",2,2
80403,21652,15.23333333,"16_6_2010",2,2
80416,21610,16.25,"16_6_2010",2,2
80429,21595,17.26666667,"16_6_2010",2,2
79765,20824,12.16666667,"17_6_2010",10,0
79581,20693,13.18333333,"17_6_2010",10,0
79490,20644,14.2,"17_6_2010",10,0
79394,20622,15.21666667,"17_6_2010",10,0
79263,20607,16.23333333,"17_6_2010",10,0
79085,20596,17.25,"17_6_2010",10,0
79348,20548,5.666666667,"18_6_2010",0,0
79177,20523,6.683333333,"18_6_2010",0,0
79037,20620,7.7,"18_6_2010",0,0
78944,20568,8.7,"18_6_2010",0,0
78955,20523,9.716666667,"18_6_2010",0,0
78907,20418,10.71666667,"18_6_2010",0,0
78785,20349,11.73333333,"18_6_2010",0,0
78833,20317,12.75,"18_6_2010",0,0
78688,20177,13.76666667,"18_6_2010",0,0
78637,20335,14.78333333,"18_6_2010",0,0
78701,20417,15.8,"18_6_2010",0,0
78734,20416,16.81666667,"18_6_2010",0,0
79187,20838,11.71666667,"19_6_2010",3,3
79364,20912,12.73333333,"19_6_2010",3,3
79409,20852,13.75,"19_6_2010",3,3
79625,20798,14.76666667,"19_6_2010",3,3
79602,20855,15.78333333,"19_6_2010",3,3
79602,20852,16.78333333,"19_6_2010",3,3
79628,20838,5.833333333,"20_6_2010",8,0
79562,21031,6.85,"20_6_2010",8,0
79488,21163,7.866666667,"20_6_2010",8,0
79240,21245,8.883333333,"20_6_2010",8,0
79101,21383,9.9,"20_6_2010",8,0
79084,21307,10.91666667,"20_6_2010",8,0
78947,21192,11.93333333,"20_6_2010",8,0
78790,21302,12.95,"20_6_2010",8,0
78788,21196,13.96666667,"20_6_2010",8,0
78671,21313,15.98333333,"20_6_2010",8,0
78636,21296,5.833333333,"21_6_2010",1,1
78733,21325,6.85,"21_6_2010",1,1
78874,21338,7.866666667,"21_6_2010",1,1
78985,21306,8.883333333,"21_6_2010",1,1
79076,21280,9.9,"21_6_2010",1,1
79049,21100,10.91666667,"21_6_2010",1,1
79044,20973,11.93333333,"21_6_2010",1,1
78951,20937,12.95,"21_6_2010",1,1
78976,20829,13.96666667,"21_6_2010",1,1
78788,20763,14.98333333,"21_6_2010",1,1
78805,20809,16,"21_6_2010",1,1
78783,20806,5.95,"22_6_2010",0,0
78612,20791,6.966666667,"22_6_2010",0,0
78424,20588,7.983333333,"22_6_2010",0,0
78449,20414,9,"22_6_2010",0,0
78504,20311,10.01666667,"22_6_2010",0,0
78628,20119,11.01666667,"22_6_2010",0,0
78943,21185,12.03333333,"22_6_2010",0,0
78718,20283,13.05,"22_6_2010",0,0
78698,20337,14.06666667,"22_6_2010",0,0
78731,20382,15.08333333,"22_6_2010",0,0
78756,20445,5.95,"23_6_2010",3,3
78949,20491,6.966666667,"23_6_2010",3,3
78999,20566,7.983333333,"23_6_2010",3,3
79053,20670,9,"23_6_2010",3,3
79109,20666,10.01666667,"23_6_2010",3,3
79234,20696,11.01666667,"23_6_2010",3,3
79329,20772,12.03333333,"23_6_2010",3,3
79457,20720,13.05,"23_6_2010",3,3
79572,20729,14.06666667,"23_6_2010",3,3
79661,20803,15.08333333,"23_6_2010",3,3
79677,20862,16.08333333,"23_6_2010",3,3
79664,20847,17.1,"23_6_2010",3,3
79628,20838,5.916666667,"24_6_2010",1,1
79560,20883,6.933333333,"24_6_2010",1,1
79352,21049,7.95,"24_6_2010",1,1
79099,21063,8.95,"24_6_2010",1,1
79082,21125,9.966666667,"24_6_2010",1,1
78874,21153,10.96666667,"24_6_2010",1,1
78818,21278,11.98333333,"24_6_2010",1,1
78800,20817,15.73333333,"24_6_2010",1,1
78782,20798,16.75,"24_6_2010",1,1
78783,20806,5.5,"25_6_2010",0,0
78883,20863,6.516666667,"25_6_2010",0,0
79089,21052,7.516666667,"25_6_2010",0,0
79091,21072,8.533333333,"25_6_2010",0,0
79143,21000,9.55,"25_6_2010",0,0
79180,20878,10.56666667,"25_6_2010",0,0
79190,20673,11.58333333,"25_6_2010",0,0
79107,20553,12.6,"25_6_2010",0,0
79009,20451,13.61666667,"25_6_2010",0,0
78870,20496,14.63333333,"25_6_2010",0,0
78776,20501,15.65,"25_6_2010",0,0
78783,20469,16.66666667,"25_6_2010",0,0
78744,20418,17.68333333,"25_6_2010",0,0
78756,20445,5.333333333,"26_6_2010",1,1
78768,20401,6.35,"26_6_2010",1,1
78599,20442,7.366666667,"26_6_2010",1,1
78532,20357,8.383333333,"26_6_2010",1,1
78419,20419,9.4,"26_6_2010",1,1
78365,20560,10.41666667,"26_6_2010",1,1
78465,20718,11.43333333,"26_6_2010",1,1
78552,20811,12.45,"26_6_2010",1,1
78687,20777,13.46666667,"26_6_2010",1,1
78773,20711,14.48333333,"26_6_2010",1,1
78801,20758,15.5,"26_6_2010",1,1
78818,20806,16.51666667,"26_6_2010",1,1
79474,21685,12.43333333,"27_6_2010",5,0
79557,21612,13.45,"27_6_2010",5,0
79607,21682,14.46666667,"27_6_2010",5,0
79646,21710,15.48333333,"27_6_2010",5,0
79641,21688,16.5,"27_6_2010",5,0
79653,21680,5.75,"28_6_2010",0,0
79431,21758,6.766666667,"28_6_2010",0,0
79186,21637,7.783333333,"28_6_2010",0,0
79065,21307,8.8,"28_6_2010",0,0
79141,21169,9.816666667,"28_6_2010",0,0
79020,21040,10.81666667,"28_6_2010",0,0
78912,21003,11.83333333,"28_6_2010",0,0
78946,20863,12.85,"28_6_2010",0,0
78963,20749,13.86666667,"28_6_2010",0,0
78804,20603,14.88333333,"28_6_2010",0,0
78755,20522,15.9,"28_6_2010",0,0
78729,20467,16.9,"28_6_2010",0,0
78756,20445,5.816666667,"29_6_2010",11,0
78593,20353,6.833333333,"29_6_2010",11,0
78562,20331,7.85,"29_6_2010",11,0
78394,20311,8.866666667,"29_6_2010",11,0
78337,20266,9.883333333,"29_6_2010",11,0
78089,20254,10.9,"29_6_2010",11,0
78114,20154,11.91666667,"29_6_2010",11,0
77945,20099,12.93333333,"29_6_2010",11,0
78043,19897,13.95,"29_6_2010",11,0
77936,19758,14.96666667,"29_6_2010",11,0
77843,19781,15.98333333,"29_6_2010",11,0
77818,19815,17,"29_6_2010",11,0
77865,19797,11.8,"30_6_2010",0,0
78628,20197,12.81666667,"30_6_2010",0,0
78616,20373,13.83333333,"30_6_2010",0,0
78701,20361,14.85,"30_6_2010",0,0
78763,20364,16.33333333,"30_6_2010",0,0
78756,20445,5.733333333,"1_7_2010",3,3
78762,20494,6.75,"1_7_2010",3,3
78901,20848,7.766666667,"1_7_2010",3,3
78972,21042,8.783333333,"1_7_2010",3,3
79129,21191,9.8,"1_7_2010",3,3
79223,21186,10.81666667,"1_7_2010",3,3
79375,21237,11.83333333,"1_7_2010",3,3
79617,21422,14.55,"1_7_2010",3,3
79631,21235,15.56666667,"1_7_2010",3,3
79632,20999,16.58333333,"1_7_2010",3,3
79645,20846,17.6,"1_7_2010",3,3
78791,20980,11.95,"2_7_2010",1,1
78697,20896,12.96666667,"2_7_2010",1,1
78604,20960,13.98333333,"2_7_2010",1,1
78691,20969,15,"2_7_2010",1,1
78811,20892,16.01666667,"2_7_2010",1,1
78783,20806,5.8,"3_7_2010",1,1
78828,21123,6.816666667,"3_7_2010",1,1
78658,21200,7.833333333,"3_7_2010",1,1
78542,21314,8.85,"3_7_2010",1,1
78508,21482,9.866666667,"3_7_2010",1,1
78652,21502,10.86666667,"3_7_2010",1,1
78739,21391,11.88333333,"3_7_2010",1,1
78761,21308,12.9,"3_7_2010",1,1
78773,21034,13.91666667,"3_7_2010",1,1
78763,20872,14.93333333,"3_7_2010",1,1
78778,20779,15.95,"3_7_2010",1,1
78819,20831,16.96666667,"3_7_2010",1,1
78783,20806,5.866666667,"4_7_2010",0,0
79023,20913,6.883333333,"4_7_2010",0,0
79071,20916,7.9,"4_7_2010",0,0
79170,21000,8.916666667,"4_7_2010",0,0
79097,20797,9.933333333,"4_7_2010",0,0
79093,20532,10.95,"4_7_2010",0,0
79025,20473,11.96666667,"4_7_2010",0,0
78897,20421,12.98333333,"4_7_2010",0,0
78815,20367,14,"4_7_2010",0,0
78705,20282,15.01666667,"4_7_2010",0,0
78756,20445,5.8,"5_7_2010",1,1
78548,20393,6.816666667,"5_7_2010",1,1
78472,20380,7.833333333,"5_7_2010",1,1
78477,20420,8.85,"5_7_2010",1,1
78465,20455,9.866666667,"5_7_2010",1,1
78562,20498,10.86666667,"5_7_2010",1,1
78636,20667,11.88333333,"5_7_2010",1,1
78717,20748,12.9,"5_7_2010",1,1
78776,20818,13.91666667,"5_7_2010",1,1
78778,20880,14.93333333,"5_7_2010",1,1
78819,20702,15.95,"5_7_2010",1,1
78784,20760,16.96666667,"5_7_2010",1,1
78783,20806,6.083333333,"6_7_2010",2,2
78978,21008,7.1,"6_7_2010",2,2
79037,21228,8.116666667,"6_7_2010",2,2
79202,21274,9.133333333,"6_7_2010",2,2
79238,21341,10.15,"6_7_2010",2,2
79385,21345,11.16666667,"6_7_2010",2,2
79488,21410,12.18333333,"6_7_2010",2,2
79597,21526,13.2,"6_7_2010",2,2
79850,21528,14.21666667,"6_7_2010",2,2
80135,21570,15.23333333,"6_7_2010",2,2
80203,21597,16.25,"6_7_2010",2,2
80390,21610,17.26666667,"6_7_2010",2,2
80419,21595,5.85,"7_7_2010",3,3
80506,21425,6.866666667,"7_7_2010",3,3
80631,21364,7.883333333,"7_7_2010",3,3
80692,21462,8.883333333,"7_7_2010",3,3
80436,21494,9.9,"7_7_2010",3,3
80227,21421,10.91666667,"7_7_2010",3,3
80128,21377,11.93333333,"7_7_2010",3,3
79998,21151,13.3,"7_7_2010",3,3
79742,21012,14.31666667,"7_7_2010",3,3
79692,20907,15.33333333,"7_7_2010",3,3
79622,20848,16.33333333,"7_7_2010",3,3
79613,20879,17.35,"7_7_2010",3,3
79628,20838,5.766666667,"8_7_2010",0,0
79284,20879,6.766666667,"8_7_2010",0,0
78942,20779,7.783333333,"8_7_2010",0,0
78780,20859,8.8,"8_7_2010",0,0
78753,20976,9.816666667,"8_7_2010",0,0
78702,20934,10.81666667,"8_7_2010",0,0
78701,20818,11.9,"8_7_2010",0,0
78712,20733,12.91666667,"8_7_2010",0,0
78698,20626,13.93333333,"8_7_2010",0,0
78677,20478,14.95,"8_7_2010",0,0
78631,20376,15.96666667,"8_7_2010",0,0
78735,20403,16.98333333,"8_7_2010",0,0
79168,21203,11.81666667,"9_7_2010",1,1
79027,21108,12.83333333,"9_7_2010",1,1
78902,21076,13.85,"9_7_2010",1,1
78806,21004,14.86666667,"9_7_2010",1,1
78765,20842,15.88333333,"9_7_2010",1,1
78802,20801,16.9,"9_7_2010",1,1
78783,20806,5.916666667,"10_7_2010",0,0
78879,21212,6.933333333,"10_7_2010",0,0
79120,21346,7.95,"10_7_2010",0,0
79064,21234,8.95,"10_7_2010",0,0
79186,21055,9.966666667,"10_7_2010",0,0
79284,21183,11.85,"10_7_2010",0,0
78598,20770,12.86666667,"10_7_2010",0,0
78589,20672,13.88333333,"10_7_2010",0,0
78730,20480,14.9,"10_7_2010",0,0
78750,20404,15.91666667,"10_7_2010",0,0
79024,21115,11.91666667,"11_7_2010",1,1
79025,20924,12.93333333,"11_7_2010",1,1
78973,20809,13.95,"11_7_2010",1,1
78824,20721,14.96666667,"11_7_2010",1,1
78799,20845,15.98333333,"11_7_2010",1,1
78801,20796,17,"11_7_2010",1,1
78783,20806,5.65,"12_7_2010",1,1
78710,21174,6.666666667,"12_7_2010",1,1
78927,21290,7.683333333,"12_7_2010",1,1
79010,21343,8.7,"12_7_2010",1,1
79162,21617,9.716666667,"12_7_2010",1,1
79092,21651,10.71666667,"12_7_2010",1,1
79025,21640,11.73333333,"12_7_2010",1,1
78948,21458,12.75,"12_7_2010",1,1
78804,21039,13.76666667,"12_7_2010",1,1
78801,20862,14.78333333,"12_7_2010",1,1
78726,20811,15.8,"12_7_2010",1,1
78807,20802,16.81666667,"12_7_2010",1,1
78591,21084,12.36666667,"13_7_2010",0,0
78697,20945,13.38333333,"13_7_2010",0,0
78700,20756,14.4,"13_7_2010",0,0
78685,20574,15.41666667,"13_7_2010",0,0
78757,20476,16.41666667,"13_7_2010",0,0
78756,20445,5.5,"14_7_2010",3,3
78746,20402,6.516666667,"14_7_2010",3,3
78591,20775,7.516666667,"14_7_2010",3,3
78827,21175,8.533333333,"14_7_2010",3,3
78846,21184,9.55,"14_7_2010",3,3
79124,21258,10.56666667,"14_7_2010",3,3
79217,21284,11.58333333,"14_7_2010",3,3
79343,21284,12.6,"14_7_2010",3,3
79533,21126,13.61666667,"14_7_2010",3,3
79646,20951,14.63333333,"14_7_2010",3,3
79594,20792,15.75,"14_7_2010",3,3
79643,20842,16.76666667,"14_7_2010",3,3
79628,20838,5.8,"15_7_2010",0,0
79301,21311,6.816666667,"15_7_2010",0,0
79301,21311,7.833333333,"15_7_2010",0,0
79041,20896,8.85,"15_7_2010",0,0
79107,20734,9.866666667,"15_7_2010",0,0
79054,20592,10.86666667,"15_7_2010",0,0
78846,20630,11.88333333,"15_7_2010",0,0
78820,20645,12.9,"15_7_2010",0,0
78759,20486,15.01666667,"15_7_2010",0,0
78761,20384,16.03333333,"15_7_2010",0,0
79039,21380,12.01666667,"16_7_2010",0,0
78936,21240,13.03333333,"16_7_2010",0,0
78770,21076,14.05,"16_7_2010",0,0
78783,20882,15.06666667,"16_7_2010",0,0
78749,20805,16.08333333,"16_7_2010",0,0
78746,20385,17.1,"16_7_2010",0,0
79981,21238,12.21666667,"17_7_2010",2,2
80048,21516,13.23333333,"17_7_2010",2,2
80258,21627,14.25,"17_7_2010",2,2
80355,21628,15.26666667,"17_7_2010",2,2
80390,21607,16.28333333,"17_7_2010",2,2
80419,21595,8.5,"18_7_2010",4,0
79431,19626,12.35,"18_7_2010",4,0
80685,22025,5.766666667,"19_7_2010",2,2
80345,22162,6.766666667,"19_7_2010",2,2
80225,21969,7.783333333,"19_7_2010",2,2
80062,21823,8.8,"19_7_2010",2,2
80058,21713,9.816666667,"19_7_2010",2,2
80098,21474,10.81666667,"19_7_2010",2,2
80067,21466,11.83333333,"19_7_2010",2,2
80136,21442,13.05,"19_7_2010",2,2
80292,21344,14.06666667,"19_7_2010",2,2
80449,21544,15.08333333,"19_7_2010",2,2
80438,21597,16.08333333,"19_7_2010",2,2
80432,21623,17.1,"19_7_2010",2,2
80419,21595,6.133333333,"20_7_2010",0,0
79963,21649,7.15,"20_7_2010",0,0
79802,21584,8.166666667,"20_7_2010",0,0
79628,21519,9.183333333,"20_7_2010",0,0
79359,21309,10.2,"20_7_2010",0,0
79049,21246,11.21666667,"20_7_2010",0,0
78971,21138,12.23333333,"20_7_2010",0,0
78784,21033,13.25,"20_7_2010",0,0
78849,20919,14.26666667,"20_7_2010",0,0
78732,20807,15.28333333,"20_7_2010",0,0
78788,20573,16.28333333,"20_7_2010",0,0
78756,20445,5.566666667,"21_7_2010",2,2
78895,20473,6.583333333,"21_7_2010",2,2
78988,20594,7.6,"21_7_2010",2,2
79014,20770,8.616666667,"21_7_2010",2,2
79065,20901,9.633333333,"21_7_2010",2,2
